experiment_id,electrolyte_concentration_m,charging_rate_c,operating_temperature_c,discharge_rate_c,cycle_count,capacity_retention_percent,source
BAT-00787,1.1282,0.5527,24.7539,1.0202,68.2624,77.2229,synthetic_prototype_v1
BAT-00788,0.7467,0.7461,23.3649,0.4343,204.0163,60.2724,synthetic_prototype_v1
BAT-00789,2.2714,0.251,45.2774,2.6008,245.3526,40.0,synthetic_prototype_v1
BAT-00790,2.4375,2.5852,13.5848,1.4514,354.3295,40.8386,synthetic_prototype_v1
BAT-00791,0.9988,1.1214,18.3078,1.8168,425.65,54.2981,synthetic_prototype_v1
BAT-00792,2.1293,1.729,26.4505,1.6018,62.3319,51.4941,synthetic_prototype_v1
BAT-00793,1.8614,0.5318,34.1447,2.9571,474.9427,40.384,synthetic_prototype_v1
BAT-00794,2.0091,2.1485,17.6737,1.0716,79.1095,51.2154,synthetic_prototype_v1
BAT-00795,1.4794,2.4732,42.276,2.5599,467.9601,40.0,synthetic_prototype_v1
BAT-00796,1.4545,2.3655,47.7764,1.5497,60.821,40.0,synthetic_prototype_v1
BAT-00797,2.3079,2.4205,43.5013,2.0383,76.9665,40.0,synthetic_prototype_v1
BAT-00798,1.3332,0.5386,33.4102,0.2628,31.5611,69.5485,synthetic_prototype_v1
BAT-00799,1.4365,1.5336,36.1414,2.1754,462.1897,47.7313,synthetic_prototype_v1
BAT-00800,1.1766,0.3444,42.5367,2.8752,434.636,40.0,synthetic_prototype_v1
BAT-00801,1.963,0.4366,13.5839,0.4955,165.9448,58.3631,synthetic_prototype_v1
BAT-00802,0.6033,1.798,30.7282,2.7785,220.7188,43.2129,synthetic_prototype_v1
BAT-00803,1.1613,0.8453,15.7054,0.7144,200.8598,65.2049,synthetic_prototype_v1
BAT-00804,0.9246,1.9577,26.391,2.9799,179.285,40.4741,synthetic_prototype_v1
BAT-00805,1.1289,1.1281,45.1931,2.1369,341.9863,42.4664,synthetic_prototype_v1
BAT-00806,1.4028,0.3635,15.4351,0.4197,103.4352,77.8272,synthetic_prototype_v1
BAT-00807,1.3544,0.2873,15.2005,0.492,79.4223,76.0008,synthetic_prototype_v1
BAT-00808,0.8527,1.4078,5.4951,1.1646,17.6869,52.8953,synthetic_prototype_v1
BAT-00809,0.7389,2.3094,21.2996,1.8028,152.0123,44.5589,synthetic_prototype_v1
BAT-00810,1.9734,2.869,41.1837,2.1734,89.3139,40.9827,synthetic_prototype_v1
BAT-00811,2.4972,1.4293,17.4698,1.4401,431.309,49.9278,synthetic_prototype_v1
BAT-00812,1.3173,2.7609,23.2624,1.2097,231.3929,40.0,synthetic_prototype_v1
BAT-00813,1.3676,0.7146,48.3707,0.3421,113.0467,41.423,synthetic_prototype_v1
BAT-00814,1.4804,0.3594,24.6605,0.5235,281.9782,66.5949,synthetic_prototype_v1
BAT-00815,0.7801,2.4574,33.1997,2.0542,183.2806,44.6042,synthetic_prototype_v1
BAT-00816,2.3067,2.7667,38.0138,1.8471,440.8452,41.5336,synthetic_prototype_v1
BAT-00817,1.9692,2.3412,39.1976,2.9849,129.6747,40.0,synthetic_prototype_v1
BAT-00818,1.4353,0.2734,35.2581,0.406,196.5301,57.0899,synthetic_prototype_v1
BAT-00819,2.3551,1.4169,7.3877,1.1269,480.1888,48.9698,synthetic_prototype_v1
BAT-00820,2.4856,1.3981,39.3535,2.4055,258.2744,44.3629,synthetic_prototype_v1
BAT-00821,0.9042,2.3232,26.8769,1.2038,439.3083,43.3212,synthetic_prototype_v1
BAT-00822,0.914,1.6691,11.9905,0.5119,432.2444,48.4948,synthetic_prototype_v1
BAT-00823,2.1291,0.9416,21.56,0.928,217.8793,56.0563,synthetic_prototype_v1
BAT-00824,1.5103,0.6885,49.846,2.0796,61.0915,40.2733,synthetic_prototype_v1
BAT-00825,1.6964,0.7125,25.9679,0.5901,178.4194,71.0061,synthetic_prototype_v1
BAT-00826,0.6034,0.6359,2.5477,1.6009,75.1508,41.8363,synthetic_prototype_v1
BAT-00827,1.7131,0.5658,13.526,1.0597,337.5554,55.6818,synthetic_prototype_v1
BAT-00828,1.1705,0.4546,19.7655,0.5867,236.1019,69.5103,synthetic_prototype_v1
BAT-00829,2.1968,1.3842,25.8804,0.7637,92.4874,58.5129,synthetic_prototype_v1
BAT-00830,1.4038,0.5884,21.5425,0.6499,228.7903,70.4679,synthetic_prototype_v1
BAT-00831,1.2252,0.8457,18.8634,0.6144,153.1883,76.2091,synthetic_prototype_v1
BAT-00832,1.2109,0.8951,22.4324,0.7771,193.2227,73.1547,synthetic_prototype_v1
BAT-00833,1.4806,0.4765,27.5248,0.4065,90.8408,79.0609,synthetic_prototype_v1
BAT-00834,0.9697,1.8278,33.49,2.5637,346.8731,44.8628,synthetic_prototype_v1
BAT-00835,0.5532,0.2564,9.7341,0.2249,103.2022,54.6465,synthetic_prototype_v1
BAT-00836,2.0492,0.6622,23.6028,1.9317,300.5669,50.4409,synthetic_prototype_v1
BAT-00837,2.4441,0.8301,47.3531,2.0679,157.5783,40.481,synthetic_prototype_v1
BAT-00838,1.9101,1.6289,39.8034,1.916,321.3731,51.0833,synthetic_prototype_v1
BAT-00839,0.7874,2.475,24.9334,1.373,89.6397,48.3751,synthetic_prototype_v1
BAT-00840,1.8021,0.3967,18.6209,0.8221,75.2065,74.1105,synthetic_prototype_v1
BAT-00841,2.3122,1.5878,39.8329,1.3258,370.4171,52.4262,synthetic_prototype_v1
BAT-00842,1.1473,0.6019,21.2501,0.973,165.6893,68.8189,synthetic_prototype_v1
BAT-00843,2.2005,0.2122,36.1964,1.3456,270.4214,50.2038,synthetic_prototype_v1
BAT-00844,1.7968,1.2177,45.4169,2.1985,290.6791,40.0,synthetic_prototype_v1
BAT-00845,1.4188,0.9037,23.5926,0.423,246.7466,69.594,synthetic_prototype_v1
BAT-00846,1.7374,2.1454,5.9063,2.1002,43.9457,50.2412,synthetic_prototype_v1
BAT-00847,2.0479,1.3514,12.8652,0.7463,464.4375,56.0556,synthetic_prototype_v1
BAT-00848,1.7898,0.5292,23.5598,0.3601,33.7647,81.2029,synthetic_prototype_v1
BAT-00849,1.8462,0.2,25.0754,0.8146,46.8254,70.3885,synthetic_prototype_v1
BAT-00850,1.5164,1.3676,32.4973,0.8347,214.8401,55.3582,synthetic_prototype_v1
BAT-00851,2.4045,2.9254,44.5788,1.3159,317.4907,40.9079,synthetic_prototype_v1
BAT-00852,1.1625,1.0648,20.4101,0.7723,215.3921,68.5601,synthetic_prototype_v1
BAT-00853,1.6994,1.117,37.4992,2.9782,47.0659,40.0,synthetic_prototype_v1
BAT-00854,1.3251,0.3798,17.602,2.9384,409.9954,40.0,synthetic_prototype_v1
BAT-00855,1.283,2.8513,45.4896,2.5122,150.013,41.0695,synthetic_prototype_v1
BAT-00856,1.5665,0.8886,14.002,1.9752,110.8122,53.805,synthetic_prototype_v1
BAT-00857,1.4926,0.7203,27.2152,0.6928,29.3669,85.4064,synthetic_prototype_v1
BAT-00858,1.4615,0.934,12.9498,0.2993,27.1959,73.0577,synthetic_prototype_v1
BAT-00859,1.661,0.2,31.5384,0.7704,170.2039,63.1324,synthetic_prototype_v1
BAT-00860,1.9904,1.652,7.8672,1.9988,307.2884,52.128,synthetic_prototype_v1
BAT-00861,1.3679,0.2913,35.3262,0.8403,89.6889,63.1851,synthetic_prototype_v1
BAT-00862,1.3027,2.9198,49.7431,2.8373,75.3744,40.0,synthetic_prototype_v1
BAT-00863,2.198,0.304,9.84,2.0255,114.5414,47.8023,synthetic_prototype_v1
BAT-00864,1.3899,2.7715,43.9548,2.5375,336.8362,40.2058,synthetic_prototype_v1
BAT-00865,1.786,1.4626,20.683,1.8962,385.2982,51.711,synthetic_prototype_v1
BAT-00866,1.0198,0.7518,35.3584,0.788,131.4634,58.7048,synthetic_prototype_v1
BAT-00867,0.5898,1.1932,34.0895,2.7187,341.9754,40.0,synthetic_prototype_v1
BAT-00868,2.25,1.6813,28.6548,2.9397,57.5742,41.1986,synthetic_prototype_v1
BAT-00869,1.1367,2.9299,18.9524,2.8838,128.5036,42.1953,synthetic_prototype_v1
BAT-00870,1.734,0.658,25.9736,0.5488,110.2742,75.3512,synthetic_prototype_v1
BAT-00871,2.1315,2.8126,1.1902,0.7587,460.3275,42.3311,synthetic_prototype_v1
BAT-00872,2.1564,0.2209,25.4437,1.6773,193.1204,53.3376,synthetic_prototype_v1
BAT-00873,1.7626,2.9344,7.6018,2.6881,302.6029,42.668,synthetic_prototype_v1
BAT-00874,1.0697,1.0694,21.9901,0.2819,91.6399,73.4229,synthetic_prototype_v1
BAT-00875,2.294,2.2173,29.4257,2.8088,126.2846,41.99,synthetic_prototype_v1
BAT-00876,1.8914,0.7276,20.7855,0.7733,113.5158,68.4666,synthetic_prototype_v1
BAT-00877,0.786,2.8548,22.0226,2.5854,374.699,40.0131,synthetic_prototype_v1
BAT-00878,1.4176,0.2,15.8868,0.2,89.8176,72.9022,synthetic_prototype_v1
BAT-00879,0.7475,1.8708,47.9971,2.1876,341.9172,42.6786,synthetic_prototype_v1
BAT-00880,0.7216,2.8246,18.7023,1.5973,447.4723,41.086,synthetic_prototype_v1
BAT-00881,2.4389,2.6538,27.2668,2.2843,103.6655,40.0,synthetic_prototype_v1
BAT-00882,1.2957,0.8796,21.7762,0.295,225.1229,68.7851,synthetic_prototype_v1
BAT-00883,1.7748,0.6737,24.4437,0.9284,95.5703,72.8476,synthetic_prototype_v1
BAT-00884,1.463,2.0056,41.7581,1.1623,425.938,44.8382,synthetic_prototype_v1
BAT-00885,1.1539,0.9172,22.1089,0.2604,188.6682,69.5088,synthetic_prototype_v1
BAT-00886,2.3033,2.9662,13.0586,2.4035,284.8309,40.0,synthetic_prototype_v1
BAT-00887,1.3629,0.5618,35.8124,0.5429,184.5341,57.8737,synthetic_prototype_v1
BAT-00888,0.6311,2.5766,40.8636,2.1456,119.193,40.5401,synthetic_prototype_v1
BAT-00889,1.0611,0.6678,23.6662,0.669,68.0495,77.3726,synthetic_prototype_v1
BAT-00890,1.9921,0.9163,21.9641,0.8324,195.5616,62.9502,synthetic_prototype_v1
BAT-00891,1.2029,0.488,24.7586,0.4239,219.4401,71.0213,synthetic_prototype_v1
BAT-00892,2.2137,1.7257,19.2162,1.5345,210.6017,48.828,synthetic_prototype_v1
BAT-00893,1.7326,0.8963,9.1364,0.3464,258.1524,56.301,synthetic_prototype_v1
BAT-00894,0.8115,0.2396,17.4541,0.6092,371.1194,57.9052,synthetic_prototype_v1
BAT-00895,2.3723,2.0309,49.1115,1.9514,443.9425,41.2203,synthetic_prototype_v1
BAT-00896,0.9483,0.8455,27.3308,0.4648,56.4751,70.1066,synthetic_prototype_v1
BAT-00897,2.2761,2.0367,5.9596,1.9617,411.8023,50.1888,synthetic_prototype_v1
BAT-00898,1.4136,1.0294,29.8357,0.6074,115.8276,70.2906,synthetic_prototype_v1
BAT-00899,2.176,0.8443,3.5565,1.902,345.3707,40.0,synthetic_prototype_v1
BAT-00900,0.9896,1.1633,17.9228,2.4093,29.7951,48.8843,synthetic_prototype_v1
BAT-00901,1.0411,2.0223,0.9375,2.132,158.1207,42.0156,synthetic_prototype_v1
BAT-00902,1.6736,0.4329,23.321,0.4771,244.3726,63.7073,synthetic_prototype_v1
BAT-00903,1.0152,0.6715,14.9639,0.4775,438.4371,55.3091,synthetic_prototype_v1
BAT-00904,1.4659,0.7415,13.667,1.1179,169.316,66.6795,synthetic_prototype_v1
BAT-00905,0.9827,2.839,41.6623,0.2512,430.9549,40.0,synthetic_prototype_v1
BAT-00906,1.4917,0.7411,35.405,0.8406,71.2166,66.0383,synthetic_prototype_v1
BAT-00907,1.7438,0.5215,23.1138,2.6184,309.367,43.1311,synthetic_prototype_v1
BAT-00908,1.3757,2.8696,47.9396,2.72,277.4135,40.0,synthetic_prototype_v1
BAT-00909,1.9353,0.8386,16.6059,1.6103,179.1409,54.4288,synthetic_prototype_v1
BAT-00910,1.3502,1.0563,6.1198,1.796,147.3676,50.316,synthetic_prototype_v1
BAT-00911,0.6549,2.0562,29.1507,2.3702,99.0349,44.2733,synthetic_prototype_v1
BAT-00912,1.7845,2.2505,12.8735,1.8402,387.3161,46.4417,synthetic_prototype_v1
BAT-00913,0.7477,2.7745,15.9943,2.4481,104.2104,40.0,synthetic_prototype_v1
BAT-00914,1.3435,1.2345,33.0266,2.8593,299.903,40.0,synthetic_prototype_v1
BAT-00915,0.7937,0.3636,43.4604,1.2322,85.1613,43.1068,synthetic_prototype_v1
BAT-00916,0.5597,2.2732,28.598,0.4156,327.3842,44.721,synthetic_prototype_v1
BAT-00917,1.4747,0.7821,21.308,0.9687,67.5697,83.904,synthetic_prototype_v1
BAT-00918,1.7062,0.8511,41.3324,2.2027,253.9845,46.0932,synthetic_prototype_v1
BAT-00919,1.5627,1.0276,23.601,1.0952,20.9239,80.3722,synthetic_prototype_v1
BAT-00920,0.6211,1.2267,13.3766,2.2699,392.7071,45.9464,synthetic_prototype_v1
BAT-00921,2.0997,2.0929,20.7274,0.5344,42.4455,51.551,synthetic_prototype_v1
BAT-00922,2.4953,0.8741,1.5461,1.0386,287.6549,40.0,synthetic_prototype_v1
BAT-00923,1.8071,2.1548,10.082,1.2824,112.5105,50.0966,synthetic_prototype_v1
BAT-00924,1.439,1.1352,29.1836,1.0197,205.0585,64.2829,synthetic_prototype_v1
BAT-00925,1.2727,0.3335,14.235,0.5132,216.4274,67.1564,synthetic_prototype_v1
BAT-00926,2.1703,1.7891,25.0902,2.6086,201.654,43.7069,synthetic_prototype_v1
BAT-00927,1.2757,0.4753,34.0411,0.4248,365.2402,57.4103,synthetic_prototype_v1
BAT-00928,1.3097,1.5257,36.2558,1.2595,212.4003,52.4274,synthetic_prototype_v1
BAT-00929,0.6928,0.6771,9.1967,1.6253,18.4714,54.2858,synthetic_prototype_v1
BAT-00930,0.9077,2.0439,47.3692,2.9882,93.2784,40.0,synthetic_prototype_v1
BAT-00931,1.1786,2.5855,36.6602,1.7271,483.8097,41.5587,synthetic_prototype_v1
BAT-00932,1.5749,2.2334,20.7632,1.782,140.1269,49.6852,synthetic_prototype_v1
BAT-00933,1.1967,1.0029,32.7899,0.2,31.6692,66.7272,synthetic_prototype_v1
BAT-00934,2.2875,0.2208,22.2073,0.4424,29.6744,55.6167,synthetic_prototype_v1
BAT-00935,0.8801,2.1713,24.8203,2.99,296.1676,40.0,synthetic_prototype_v1
BAT-00936,1.6756,1.1836,28.5711,0.5388,51.7772,75.9159,synthetic_prototype_v1
BAT-00937,1.0888,0.5652,26.0177,0.9114,22.4198,82.9944,synthetic_prototype_v1
BAT-00938,2.4806,0.3783,44.8471,1.1934,232.7627,40.0,synthetic_prototype_v1
BAT-00939,0.6426,0.5308,28.2421,1.7588,49.7394,52.2047,synthetic_prototype_v1
BAT-00940,2.2673,2.9855,12.3662,0.3715,316.1655,40.0,synthetic_prototype_v1
BAT-00941,0.9909,0.6868,24.785,0.9009,157.6891,66.438,synthetic_prototype_v1
BAT-00942,1.6889,1.4821,3.1767,2.6695,244.2344,40.0,synthetic_prototype_v1
BAT-00943,2.2894,2.35,31.3387,0.6808,492.8564,46.5267,synthetic_prototype_v1
BAT-00944,1.1921,2.7096,39.3018,0.5359,172.9244,40.0576,synthetic_prototype_v1
BAT-00945,2.4806,1.1161,13.6672,0.9391,234.8115,49.9493,synthetic_prototype_v1
BAT-00946,1.2572,1.9362,0.6123,1.8799,424.5358,40.0543,synthetic_prototype_v1
BAT-00947,2.2039,0.6299,0.271,1.2058,31.6734,41.2346,synthetic_prototype_v1
BAT-00948,2.4396,2.4138,33.9505,1.9835,338.3557,46.4032,synthetic_prototype_v1
BAT-00949,1.9875,0.399,30.8245,0.6817,32.7568,63.9134,synthetic_prototype_v1
BAT-00950,1.6715,1.9386,22.0811,2.7693,261.8744,42.4588,synthetic_prototype_v1
BAT-00951,1.2952,2.7853,17.6703,1.9516,391.0405,40.9867,synthetic_prototype_v1
BAT-00952,1.7914,0.6332,17.5356,1.1444,125.6991,66.9095,synthetic_prototype_v1
BAT-00953,1.3368,1.0856,0.7595,0.6695,122.5911,40.0,synthetic_prototype_v1
BAT-00954,0.8491,2.2967,43.5194,2.84,265.6461,40.0,synthetic_prototype_v1
BAT-00955,2.2588,1.4275,9.2104,0.2434,181.6846,49.8322,synthetic_prototype_v1
BAT-00956,1.007,0.9038,18.9652,0.9373,70.4371,74.0967,synthetic_prototype_v1
BAT-00957,1.644,0.7637,17.1659,0.722,178.4922,66.1998,synthetic_prototype_v1
BAT-00958,0.6331,2.2938,9.5961,2.187,233.4413,46.0051,synthetic_prototype_v1
BAT-00959,1.8166,0.4947,28.6818,0.5091,217.8343,60.7032,synthetic_prototype_v1
BAT-00960,1.9355,0.37,28.433,1.2469,371.4999,51.2199,synthetic_prototype_v1
BAT-00961,1.8652,2.3183,4.8039,0.8937,250.4232,42.5034,synthetic_prototype_v1
BAT-00962,2.1535,0.3312,47.6311,0.8846,423.7041,40.0,synthetic_prototype_v1
BAT-00963,1.2993,0.5691,28.2985,0.5872,225.5908,68.1436,synthetic_prototype_v1
BAT-00964,1.5027,0.8574,33.1817,0.2,117.6787,63.9937,synthetic_prototype_v1
BAT-00965,0.9,1.0892,30.7241,0.8196,109.8156,60.8048,synthetic_prototype_v1
BAT-00966,1.7395,0.7198,16.718,0.2,167.354,69.8627,synthetic_prototype_v1
BAT-00967,0.6781,0.6279,1.6701,0.7692,20.4438,40.0,synthetic_prototype_v1
BAT-00968,1.4165,0.5641,24.9162,0.9843,290.6337,62.5323,synthetic_prototype_v1
BAT-00969,1.5127,0.6641,40.9056,1.8461,386.2567,45.3713,synthetic_prototype_v1
BAT-00970,1.2519,0.6508,15.0415,1.0931,137.7842,69.1224,synthetic_prototype_v1
BAT-00971,2.2052,0.8848,13.3546,1.6106,136.1793,52.5483,synthetic_prototype_v1
BAT-00972,0.5357,2.232,36.4149,2.5465,461.6848,42.0688,synthetic_prototype_v1
BAT-00973,2.0296,2.8854,4.2419,2.2126,207.8289,42.5544,synthetic_prototype_v1
BAT-00974,1.817,2.5902,14.0145,1.0544,45.0585,40.0,synthetic_prototype_v1
BAT-00975,1.7875,1.527,45.1409,1.7685,127.5841,40.0,synthetic_prototype_v1
BAT-00976,1.4505,0.9413,9.1547,0.31,219.1778,57.1988,synthetic_prototype_v1
BAT-00977,1.3502,1.6205,41.1686,2.9342,470.6653,40.0,synthetic_prototype_v1
BAT-00978,1.9061,1.754,25.9688,1.7325,181.3459,50.9899,synthetic_prototype_v1
BAT-00979,2.4039,0.3974,27.9241,2.8787,438.3167,42.0171,synthetic_prototype_v1
BAT-00980,1.708,0.5483,31.6672,0.5745,28.3193,76.0704,synthetic_prototype_v1
BAT-00981,2.4591,2.9286,48.2162,0.4169,240.202,40.3345,synthetic_prototype_v1
BAT-00982,1.3133,0.5352,7.8531,0.557,231.869,59.9982,synthetic_prototype_v1
BAT-00983,2.1748,2.01,41.9652,2.0686,21.5941,44.316,synthetic_prototype_v1
BAT-00984,1.6077,1.254,25.1751,0.9509,162.1301,68.4857,synthetic_prototype_v1
BAT-00985,2.0721,0.8511,46.4942,1.1504,339.2074,43.2194,synthetic_prototype_v1
BAT-00986,1.2577,2.4556,20.9195,2.1328,60.699,46.804,synthetic_prototype_v1
BAT-00987,1.9162,1.1851,27.381,0.5376,20.7084,69.3054,synthetic_prototype_v1
BAT-00988,1.687,0.9421,49.4331,1.6425,229.7929,40.0,synthetic_prototype_v1
BAT-00989,2.0402,2.6329,13.2158,1.9689,49.9526,44.0732,synthetic_prototype_v1
BAT-00990,1.2104,0.9994,39.8706,2.2953,98.3114,46.8801,synthetic_prototype_v1
BAT-00991,1.6582,0.2724,25.8447,0.2,26.6761,75.4638,synthetic_prototype_v1
BAT-00992,1.5866,2.0436,42.8424,0.9392,200.5434,42.0643,synthetic_prototype_v1
BAT-00993,1.3622,0.8113,23.321,0.6257,96.6225,82.2666,synthetic_prototype_v1
BAT-00994,2.4848,1.6393,36.079,2.8834,216.3312,41.1543,synthetic_prototype_v1
BAT-00995,1.4448,0.2559,18.6984,0.5727,115.4947,77.0938,synthetic_prototype_v1
BAT-00996,1.4823,0.2,29.6015,0.4894,220.8477,63.5149,synthetic_prototype_v1
BAT-00997,0.9327,0.5872,5.4115,1.6688,209.9884,52.6354,synthetic_prototype_v1
BAT-00998,2.4272,1.5919,22.4343,0.2724,419.8628,51.8158,synthetic_prototype_v1
BAT-00999,0.7687,1.1067,35.6248,0.9849,121.6541,56.6274,synthetic_prototype_v1
BAT-01000,1.2224,0.4337,23.5548,0.5027,150.391,76.5051,synthetic_prototype_v1
BAT-01001,1.1271,0.4841,21.2721,0.7375,180.5662,69.2005,synthetic_prototype_v1
BAT-01002,0.9374,1.0773,6.1024,1.2098,267.3224,50.4315,synthetic_prototype_v1
BAT-01003,1.2236,2.495,49.5699,1.8354,178.6366,41.2068,synthetic_prototype_v1
BAT-01004,1.1247,2.6162,13.0649,1.8796,313.2102,44.3734,synthetic_prototype_v1
BAT-01005,2.1595,0.9197,12.1692,0.3449,253.7399,52.6514,synthetic_prototype_v1
BAT-01006,0.6207,0.4827,22.5534,1.3347,248.3915,48.8297,synthetic_prototype_v1
BAT-01007,2.3711,2.8197,23.3353,0.265,166.8723,41.0603,synthetic_prototype_v1
BAT-01008,1.4215,2.0675,15.4431,2.6488,140.0179,43.066,synthetic_prototype_v1
BAT-01009,1.4647,0.2,33.6557,0.8704,42.3405,67.9387,synthetic_prototype_v1
BAT-01010,1.7288,1.4505,13.7582,1.3188,322.4326,52.282,synthetic_prototype_v1
BAT-01011,1.6979,0.5475,21.4476,0.6007,77.8909,81.1585,synthetic_prototype_v1
BAT-01012,1.5718,0.226,8.9295,0.8328,245.0434,55.0633,synthetic_prototype_v1
BAT-01013,0.8893,1.383,22.1141,0.7792,247.9893,55.8975,synthetic_prototype_v1
BAT-01014,1.4433,0.7037,9.4113,2.8224,351.8477,41.7053,synthetic_prototype_v1
BAT-01015,1.0061,2.158,8.3968,1.1583,478.1573,48.9436,synthetic_prototype_v1
BAT-01016,1.2308,0.4947,14.0506,2.47,378.965,46.7303,synthetic_prototype_v1
BAT-01017,0.8086,2.6582,4.2648,2.7054,261.4137,40.0,synthetic_prototype_v1
BAT-01018,1.2905,0.4042,26.8379,1.3818,61.4569,68.1804,synthetic_prototype_v1
BAT-01019,2.289,1.7074,33.474,2.7441,252.8268,42.1808,synthetic_prototype_v1
BAT-01020,2.3376,2.6256,26.9615,1.2125,18.6112,41.7879,synthetic_prototype_v1
BAT-01021,1.3196,0.9975,23.3989,0.8257,237.1386,67.1578,synthetic_prototype_v1
BAT-01022,1.9716,0.5697,24.2102,0.5702,168.8122,61.5427,synthetic_prototype_v1
BAT-01023,1.6355,1.9687,6.4633,1.2141,178.4075,51.341,synthetic_prototype_v1
BAT-01024,1.5409,2.9694,42.7028,1.4924,480.1391,40.0,synthetic_prototype_v1
BAT-01025,0.9261,0.7195,9.613,1.7709,36.4624,52.8334,synthetic_prototype_v1
BAT-01026,1.6236,0.3346,13.0658,0.6588,153.1836,65.9292,synthetic_prototype_v1
BAT-01027,0.8012,1.0701,8.0242,0.7955,296.2557,52.7703,synthetic_prototype_v1
BAT-01028,2.4885,1.928,23.8367,0.875,107.8121,52.1946,synthetic_prototype_v1
BAT-01029,1.4353,1.7764,4.1645,2.6234,47.7788,40.0,synthetic_prototype_v1
BAT-01030,2.0606,0.4786,16.217,1.6268,137.0886,57.1422,synthetic_prototype_v1
BAT-01031,1.0108,1.0179,25.3344,0.6821,98.9949,71.6657,synthetic_prototype_v1
BAT-01032,1.6885,2.0175,29.3533,1.9507,406.3322,52.8076,synthetic_prototype_v1
BAT-01033,1.6294,0.7282,26.9796,1.1872,111.5961,70.1765,synthetic_prototype_v1
BAT-01034,2.435,1.5904,45.7719,2.1208,316.936,41.1906,synthetic_prototype_v1
BAT-01035,2.4352,2.9934,18.9467,0.2334,97.4867,40.5518,synthetic_prototype_v1
BAT-01036,0.7006,2.0158,30.2924,2.5787,360.2704,45.1798,synthetic_prototype_v1
BAT-01037,1.7993,0.8274,28.5202,0.3505,146.5818,62.3583,synthetic_prototype_v1
BAT-01038,1.6062,1.1848,25.688,2.1201,287.1277,50.1128,synthetic_prototype_v1
BAT-01039,1.1769,2.9625,40.0659,1.3814,280.0405,41.1832,synthetic_prototype_v1
BAT-01040,1.6874,0.6722,29.9946,1.1464,411.089,56.1352,synthetic_prototype_v1
BAT-01041,1.1614,0.9846,37.8375,0.2154,108.9385,54.3942,synthetic_prototype_v1
BAT-01042,1.0321,1.1527,49.7799,2.8381,257.1935,42.7769,synthetic_prototype_v1
BAT-01043,1.4258,1.2974,17.981,0.7212,235.6086,66.5829,synthetic_prototype_v1
BAT-01044,1.6045,2.1303,15.8886,2.2706,142.398,45.582,synthetic_prototype_v1
BAT-01045,2.0563,1.2901,48.1761,1.8561,135.4041,40.0,synthetic_prototype_v1
BAT-01046,1.3285,1.0194,20.4065,0.5535,214.8219,72.1529,synthetic_prototype_v1
BAT-01047,1.7205,1.9103,11.0646,2.6493,177.2722,45.8536,synthetic_prototype_v1
BAT-01048,1.3819,0.3464,48.8272,2.1458,37.1304,40.0,synthetic_prototype_v1
BAT-01049,1.8108,0.7097,21.5548,0.464,105.372,73.49,synthetic_prototype_v1
BAT-01050,1.6712,1.6001,19.8337,2.8076,145.1328,41.4759,synthetic_prototype_v1
BAT-01051,1.4641,2.4741,32.619,1.3801,462.4236,45.2102,synthetic_prototype_v1
BAT-01052,2.0442,2.1289,45.3157,2.4438,449.0293,40.8511,synthetic_prototype_v1
BAT-01053,1.3702,2.0161,12.7814,2.5489,389.1082,45.3667,synthetic_prototype_v1
BAT-01054,0.5109,1.5279,32.0823,1.1183,99.7421,51.2552,synthetic_prototype_v1
BAT-01055,1.4711,0.5831,28.8889,1.0689,64.8879,74.2547,synthetic_prototype_v1
BAT-01056,1.0419,1.2577,23.6994,0.2511,124.3019,66.9453,synthetic_prototype_v1
BAT-01057,1.2474,1.6341,9.7825,2.6759,97.45,44.0811,synthetic_prototype_v1
BAT-01058,1.4651,2.1901,12.14,0.7767,457.2958,47.6235,synthetic_prototype_v1
BAT-01059,1.4041,0.2,21.5649,0.3564,122.2056,78.5186,synthetic_prototype_v1
BAT-01060,1.5475,0.5033,20.6052,1.4956,245.4375,63.7652,synthetic_prototype_v1
BAT-01061,1.3018,0.2,25.8569,0.2133,193.99,66.6791,synthetic_prototype_v1
BAT-01062,1.4119,0.6433,14.3921,0.3669,249.3092,65.0453,synthetic_prototype_v1
BAT-01063,1.3892,0.7631,22.8866,0.6065,88.1516,82.6518,synthetic_prototype_v1
BAT-01064,0.8904,0.4262,18.7402,1.9626,461.3403,49.8139,synthetic_prototype_v1
BAT-01065,1.5611,0.7564,22.4981,0.479,60.2973,85.0967,synthetic_prototype_v1
BAT-01066,0.9769,2.372,32.154,2.7787,116.8506,43.1294,synthetic_prototype_v1
BAT-01067,2.175,1.3846,34.6488,1.0191,316.4927,53.0615,synthetic_prototype_v1
BAT-01068,1.5419,0.506,19.0755,1.259,231.7076,64.5168,synthetic_prototype_v1
BAT-01069,2.0585,2.4725,13.5413,0.4481,384.7749,44.0576,synthetic_prototype_v1
BAT-01070,1.2929,2.777,48.738,0.9345,436.9269,40.4418,synthetic_prototype_v1
BAT-01071,1.6989,2.3369,11.4944,2.5693,239.2047,40.1598,synthetic_prototype_v1
BAT-01072,1.0316,0.363,20.5894,0.6183,150.4314,69.2068,synthetic_prototype_v1
BAT-01073,2.0251,1.5136,7.4017,2.9011,26.3544,43.7833,synthetic_prototype_v1
BAT-01074,1.8507,0.3709,19.8895,1.3458,50.086,64.6337,synthetic_prototype_v1
