experiment_id,coagulant_dose_mg_l,ph,contact_time_min,temperature_c,mixing_speed_rpm,turbidity_removal_percent,source
WAT-00579,39.3459,8.1115,47.112,17.6674,149.3928,54.533,synthetic_prototype_v1
WAT-00580,34.7557,7.0561,84.2034,13.0136,98.3079,77.3422,synthetic_prototype_v1
WAT-00581,53.6803,6.7236,58.7877,23.0279,106.2118,74.31,synthetic_prototype_v1
WAT-00582,50.5205,5.8291,22.0227,18.5892,116.1623,59.9416,synthetic_prototype_v1
WAT-00583,43.8453,7.4559,37.0042,25.2969,120.6183,77.8888,synthetic_prototype_v1
WAT-00584,46.9574,6.3275,24.0197,30.3294,103.3742,71.1554,synthetic_prototype_v1
WAT-00585,62.1686,8.2314,8.8018,26.2878,201.0759,36.5911,synthetic_prototype_v1
WAT-00586,46.6141,6.9822,13.3722,29.993,91.2548,70.2958,synthetic_prototype_v1
WAT-00587,54.5371,7.7274,117.3171,10.1341,83.7103,54.2598,synthetic_prototype_v1
WAT-00588,47.9001,6.1303,29.5488,16.2616,71.302,56.3297,synthetic_prototype_v1
WAT-00589,31.0031,6.8718,13.0638,21.0912,116.4721,65.4241,synthetic_prototype_v1
WAT-00590,67.9721,4.3243,95.3261,38.1593,276.916,34.1384,synthetic_prototype_v1
WAT-00591,76.6082,9.8683,114.9382,26.2873,144.0557,30.1649,synthetic_prototype_v1
WAT-00592,62.6045,8.7272,80.1504,17.6206,229.8217,31.9786,synthetic_prototype_v1
WAT-00593,78.0196,9.9075,65.6075,19.1844,150.022,30.3056,synthetic_prototype_v1
WAT-00594,50.4969,7.9699,77.5795,27.528,155.4368,57.7881,synthetic_prototype_v1
WAT-00595,37.0894,5.6347,96.1879,20.7633,152.9604,63.9483,synthetic_prototype_v1
WAT-00596,76.0591,9.1358,73.6364,24.189,299.7633,30.0,synthetic_prototype_v1
WAT-00597,54.9758,8.2375,63.7003,6.1649,86.4244,45.657,synthetic_prototype_v1
WAT-00598,53.9824,5.3691,41.421,12.8828,100.6459,49.5595,synthetic_prototype_v1
WAT-00599,62.6851,9.2903,102.2654,30.1335,275.7153,30.7632,synthetic_prototype_v1
WAT-00600,68.1098,8.8035,115.1231,14.5678,293.5371,32.0688,synthetic_prototype_v1
WAT-00601,15.0014,6.5901,79.284,15.662,239.8323,30.0,synthetic_prototype_v1
WAT-00602,90.752,4.5306,33.8085,35.0639,77.7886,30.2724,synthetic_prototype_v1
WAT-00603,59.3353,8.3621,100.3271,5.3705,171.8856,44.0518,synthetic_prototype_v1
WAT-00604,44.8336,7.5341,45.4895,18.6538,178.6183,53.729,synthetic_prototype_v1
WAT-00605,42.2457,5.5313,16.3171,25.1967,207.8709,45.3709,synthetic_prototype_v1
WAT-00606,8.0542,4.2452,80.9202,30.3436,218.4736,31.2371,synthetic_prototype_v1
WAT-00607,28.3415,4.7646,86.4452,39.5118,146.107,32.5229,synthetic_prototype_v1
WAT-00608,19.2444,6.4718,117.8361,29.035,63.066,48.5306,synthetic_prototype_v1
WAT-00609,86.0142,4.2239,9.9844,11.9249,129.3233,30.0,synthetic_prototype_v1
WAT-00610,62.7062,6.5808,9.9532,23.4047,160.0609,49.8456,synthetic_prototype_v1
WAT-00611,34.6323,6.369,20.5249,9.1815,134.8419,67.2376,synthetic_prototype_v1
WAT-00612,98.6728,6.0481,31.4743,15.571,81.2218,32.0208,synthetic_prototype_v1
WAT-00613,5.6747,6.9128,46.2929,23.4365,89.2361,44.0359,synthetic_prototype_v1
WAT-00614,62.2511,6.074,27.7614,14.5899,139.9443,50.7115,synthetic_prototype_v1
WAT-00615,44.7876,7.7224,34.4043,8.7323,112.0051,65.8137,synthetic_prototype_v1
WAT-00616,48.7009,7.5127,8.9167,15.7398,175.1861,52.1673,synthetic_prototype_v1
WAT-00617,63.9139,5.7979,80.3176,18.5749,187.842,43.5465,synthetic_prototype_v1
WAT-00618,38.063,8.824,99.3896,7.7629,234.7831,32.6957,synthetic_prototype_v1
WAT-00619,89.84,5.9284,21.9435,26.4416,137.7238,34.1063,synthetic_prototype_v1
WAT-00620,65.3782,9.6978,93.998,14.6263,64.1547,30.0,synthetic_prototype_v1
WAT-00621,15.1923,5.7476,98.0272,24.6752,142.7022,46.336,synthetic_prototype_v1
WAT-00622,50.8257,9.6437,73.4244,10.6592,225.6809,30.1106,synthetic_prototype_v1
WAT-00623,66.7619,9.3358,86.7521,39.0664,196.3173,30.0,synthetic_prototype_v1
WAT-00624,55.5292,8.4717,47.7228,35.3227,199.255,38.4274,synthetic_prototype_v1
WAT-00625,75.0908,9.7676,10.9349,18.6563,298.3337,30.0,synthetic_prototype_v1
WAT-00626,63.161,6.1304,11.9533,32.7434,102.6284,50.0137,synthetic_prototype_v1
WAT-00627,86.1285,8.744,9.0698,5.793,63.4796,37.4491,synthetic_prototype_v1
WAT-00628,99.2217,6.7055,69.9807,27.4018,212.755,30.0,synthetic_prototype_v1
WAT-00629,63.1611,7.4909,120.0,18.5138,153.7191,47.834,synthetic_prototype_v1
WAT-00630,53.7095,4.0748,58.5614,26.6125,275.1916,31.7506,synthetic_prototype_v1
WAT-00631,18.3237,9.0243,80.642,36.0357,282.0396,30.0,synthetic_prototype_v1
WAT-00632,88.0846,4.6867,110.6187,32.256,156.3405,30.0,synthetic_prototype_v1
WAT-00633,52.5628,5.4579,41.9793,32.6702,124.4446,56.1318,synthetic_prototype_v1
WAT-00634,49.4905,5.8488,5.1099,32.6159,175.0519,47.4641,synthetic_prototype_v1
WAT-00635,30.2576,6.3272,88.4856,38.0808,92.7598,74.1346,synthetic_prototype_v1
WAT-00636,34.4296,7.3512,41.872,18.21,86.1967,67.6852,synthetic_prototype_v1
WAT-00637,9.8412,5.6498,33.4946,6.3307,120.6719,42.9808,synthetic_prototype_v1
WAT-00638,15.3687,4.274,22.8878,34.2989,127.3472,30.3675,synthetic_prototype_v1
WAT-00639,42.4745,6.299,26.4277,15.3628,64.6897,57.9305,synthetic_prototype_v1
WAT-00640,26.2672,6.9372,11.179,20.5225,124.3013,63.9374,synthetic_prototype_v1
WAT-00641,87.1845,8.4487,109.8958,7.8996,215.9667,31.8435,synthetic_prototype_v1
WAT-00642,25.3139,9.1272,21.6119,36.4182,255.3195,30.0,synthetic_prototype_v1
WAT-00643,38.0895,6.3078,26.0516,19.022,116.6928,75.1019,synthetic_prototype_v1
WAT-00644,88.4447,9.4138,70.6055,22.1843,138.4262,31.0826,synthetic_prototype_v1
WAT-00645,5.0493,5.6689,113.4179,27.7691,290.2673,30.0,synthetic_prototype_v1
WAT-00646,79.3812,4.0403,22.7692,39.7245,185.9319,30.0,synthetic_prototype_v1
WAT-00647,25.4375,7.0369,55.3458,19.6086,208.4802,44.3049,synthetic_prototype_v1
WAT-00648,38.9534,6.688,5.0,10.8589,127.8907,66.5768,synthetic_prototype_v1
WAT-00649,21.264,5.5204,91.3424,22.8053,110.1814,53.2579,synthetic_prototype_v1
WAT-00650,5.0,5.8285,76.1972,20.6444,124.0031,38.8223,synthetic_prototype_v1
WAT-00651,26.684,6.1379,78.7224,10.0959,58.8438,47.9759,synthetic_prototype_v1
WAT-00652,71.0058,7.3788,64.6636,33.0099,227.349,30.8209,synthetic_prototype_v1
WAT-00653,53.2759,7.018,9.2866,16.9666,85.5106,55.0667,synthetic_prototype_v1
WAT-00654,31.3617,6.2011,22.5679,17.3941,137.0739,66.9195,synthetic_prototype_v1
WAT-00655,60.8482,6.3107,85.4164,25.1424,111.9085,61.2385,synthetic_prototype_v1
WAT-00656,87.5601,7.1159,49.5403,10.9219,126.952,35.3452,synthetic_prototype_v1
WAT-00657,62.3587,6.0941,79.7785,24.8866,138.1263,55.3993,synthetic_prototype_v1
WAT-00658,38.116,6.5585,35.03,22.6832,121.1124,83.0536,synthetic_prototype_v1
WAT-00659,40.6816,7.3201,5.0,23.4205,128.4142,65.1189,synthetic_prototype_v1
WAT-00660,35.8597,7.3714,36.2278,19.286,133.7916,77.6132,synthetic_prototype_v1
WAT-00661,22.2255,8.4229,20.2636,17.1055,252.5221,32.7157,synthetic_prototype_v1
WAT-00662,22.4952,7.1221,38.1346,23.2759,155.8415,56.8403,synthetic_prototype_v1
WAT-00663,48.4573,6.3341,18.5982,11.3342,152.3729,65.2566,synthetic_prototype_v1
WAT-00664,15.5157,8.8596,19.8639,6.3603,268.8598,30.0,synthetic_prototype_v1
WAT-00665,71.8589,6.0418,93.414,38.5039,85.7057,42.2686,synthetic_prototype_v1
WAT-00666,20.9601,5.4921,19.8406,24.5085,97.3617,48.3361,synthetic_prototype_v1
WAT-00667,18.4999,7.5119,12.211,25.9434,237.7539,30.2173,synthetic_prototype_v1
WAT-00668,43.6555,6.501,36.3415,21.8577,141.4788,75.8454,synthetic_prototype_v1
WAT-00669,48.2585,8.0858,89.7854,22.8214,98.8641,61.836,synthetic_prototype_v1
WAT-00670,97.2578,6.0421,77.3246,32.5153,79.0905,32.3595,synthetic_prototype_v1
WAT-00671,9.2417,5.1168,14.8795,23.3911,280.7511,30.0,synthetic_prototype_v1
WAT-00672,46.2817,8.5242,71.271,21.7165,133.8904,46.9356,synthetic_prototype_v1
WAT-00673,34.0053,6.1451,30.669,18.6082,110.4397,73.0459,synthetic_prototype_v1
WAT-00674,57.5864,7.3456,57.4383,23.0942,298.4786,30.4644,synthetic_prototype_v1
WAT-00675,39.0411,5.4116,26.7866,16.4435,150.1931,56.3993,synthetic_prototype_v1
WAT-00676,32.661,7.82,26.5703,24.0571,108.008,63.6616,synthetic_prototype_v1
WAT-00677,39.3234,6.8297,47.3642,25.1158,50.0312,56.0663,synthetic_prototype_v1
WAT-00678,38.2085,9.3549,87.4466,10.1135,226.4467,30.5793,synthetic_prototype_v1
WAT-00679,6.5751,4.8039,85.8725,30.5242,243.4599,30.0,synthetic_prototype_v1
WAT-00680,20.4728,5.2519,45.092,6.1175,158.5242,43.3145,synthetic_prototype_v1
WAT-00681,61.2661,4.8695,112.5482,13.5169,90.1077,38.1562,synthetic_prototype_v1
WAT-00682,62.8618,6.0767,29.9321,25.1854,115.2951,52.4701,synthetic_prototype_v1
WAT-00683,8.3361,5.6741,17.9197,39.0684,177.2866,39.9934,synthetic_prototype_v1
WAT-00684,66.0202,9.0201,81.6051,9.6238,55.5482,36.1423,synthetic_prototype_v1
WAT-00685,69.5551,6.8211,110.4159,36.0629,85.3644,44.4541,synthetic_prototype_v1
WAT-00686,31.6019,6.4871,5.0,14.5799,142.0565,61.668,synthetic_prototype_v1
WAT-00687,64.469,6.2003,110.4136,26.8427,94.0062,50.2149,synthetic_prototype_v1
WAT-00688,44.9746,6.7472,21.3335,22.9851,108.581,73.4488,synthetic_prototype_v1
WAT-00689,12.1266,7.9635,53.0028,23.5852,274.2202,32.5877,synthetic_prototype_v1
WAT-00690,35.9076,6.9494,102.4453,36.0664,143.6611,82.9705,synthetic_prototype_v1
WAT-00691,24.2396,6.5023,17.7351,38.4862,63.3127,51.7614,synthetic_prototype_v1
WAT-00692,57.6571,4.9421,104.3438,30.4493,184.2124,38.0771,synthetic_prototype_v1
WAT-00693,39.8019,8.0346,40.8339,38.4912,89.7104,62.1308,synthetic_prototype_v1
WAT-00694,79.3101,7.0183,6.696,19.7256,273.9066,32.3685,synthetic_prototype_v1
WAT-00695,60.4956,6.5476,23.359,10.3628,75.5939,46.8786,synthetic_prototype_v1
WAT-00696,38.4448,9.9839,85.0151,27.0901,154.179,30.0,synthetic_prototype_v1
WAT-00697,70.5274,4.9224,115.5763,12.362,298.5642,33.7022,synthetic_prototype_v1
WAT-00698,94.8726,5.9464,116.7313,13.9499,174.2043,30.0,synthetic_prototype_v1
WAT-00699,56.5246,6.2856,44.296,31.2746,264.9499,30.0,synthetic_prototype_v1
WAT-00700,22.7308,6.0682,70.1924,21.6575,89.8074,61.3374,synthetic_prototype_v1
WAT-00701,99.0869,4.7673,19.7635,39.1867,104.2677,30.0,synthetic_prototype_v1
WAT-00702,54.4219,4.2426,94.6141,7.009,175.1365,30.0,synthetic_prototype_v1
WAT-00703,46.4861,5.9442,5.0,13.7008,130.725,56.6572,synthetic_prototype_v1
WAT-00704,42.0639,6.7276,33.5454,15.5604,153.8717,73.1413,synthetic_prototype_v1
WAT-00705,49.7951,4.7903,49.4146,6.4769,58.5242,30.6957,synthetic_prototype_v1
WAT-00706,27.8584,7.493,24.3689,11.925,137.0541,58.3804,synthetic_prototype_v1
WAT-00707,71.9596,5.3302,97.9774,39.2198,246.8012,32.9265,synthetic_prototype_v1
WAT-00708,26.3195,8.4001,38.4462,26.2042,149.2621,49.274,synthetic_prototype_v1
WAT-00709,89.7093,5.5585,29.8859,36.6084,115.3593,34.7085,synthetic_prototype_v1
WAT-00710,57.8381,5.3314,60.2164,24.4959,73.4843,41.5406,synthetic_prototype_v1
WAT-00711,33.4741,5.9489,24.8905,28.822,128.7541,69.6589,synthetic_prototype_v1
WAT-00712,99.343,7.067,6.1658,27.4984,128.1013,31.7839,synthetic_prototype_v1
WAT-00713,35.4808,5.427,119.2486,29.5191,216.0811,34.813,synthetic_prototype_v1
WAT-00714,22.8229,6.0561,19.1386,22.3597,255.6689,30.0,synthetic_prototype_v1
WAT-00715,45.6975,6.1844,30.0125,25.4841,149.868,70.0634,synthetic_prototype_v1
WAT-00716,35.382,7.6176,11.4604,30.3372,111.1706,65.1485,synthetic_prototype_v1
WAT-00717,52.3035,4.4265,106.7946,27.7048,82.0477,30.0,synthetic_prototype_v1
WAT-00718,44.9588,6.3769,33.4984,21.5534,146.4369,70.3178,synthetic_prototype_v1
WAT-00719,44.2738,6.5837,14.1102,29.832,155.5875,66.444,synthetic_prototype_v1
WAT-00720,75.5761,8.4549,5.6326,27.1583,218.6713,37.1442,synthetic_prototype_v1
WAT-00721,93.9241,4.2933,73.6936,5.4938,150.1677,30.0,synthetic_prototype_v1
WAT-00722,45.4932,5.3667,83.5538,17.2972,282.1487,32.5672,synthetic_prototype_v1
WAT-00723,31.1816,6.8802,54.8443,25.1003,146.0823,75.2198,synthetic_prototype_v1
WAT-00724,24.2284,5.2458,101.7647,36.599,58.821,43.4498,synthetic_prototype_v1
WAT-00725,40.7897,4.7784,45.5645,35.304,168.4386,34.4573,synthetic_prototype_v1
WAT-00726,93.1406,8.7394,53.4465,13.0801,240.0968,30.0,synthetic_prototype_v1
WAT-00727,44.5771,6.2918,38.8571,27.2619,121.3461,77.6624,synthetic_prototype_v1
WAT-00728,70.3157,9.8395,76.6864,31.8715,197.9301,30.0,synthetic_prototype_v1
WAT-00729,18.1413,4.365,88.0908,38.1675,271.4067,30.0,synthetic_prototype_v1
WAT-00730,75.9395,4.7539,34.2917,11.7647,247.9661,30.0,synthetic_prototype_v1
WAT-00731,44.122,5.6038,47.5557,16.2504,244.868,31.7916,synthetic_prototype_v1
WAT-00732,87.2837,4.1199,33.3835,6.0677,176.7616,30.0,synthetic_prototype_v1
WAT-00733,17.3704,6.3527,66.2482,16.0323,82.3271,55.9643,synthetic_prototype_v1
WAT-00734,36.6439,8.7732,11.5618,31.1078,80.8606,41.6487,synthetic_prototype_v1
WAT-00735,83.5892,6.5918,70.2463,27.1309,203.132,33.8193,synthetic_prototype_v1
WAT-00736,44.1578,6.6949,28.9618,15.2309,144.9638,77.4077,synthetic_prototype_v1
WAT-00737,40.1093,8.3462,99.6041,28.8469,286.2216,31.8068,synthetic_prototype_v1
WAT-00738,49.6601,7.2508,12.3066,23.5873,139.6876,63.8758,synthetic_prototype_v1
WAT-00739,26.2411,4.292,53.5322,22.8649,162.0669,30.809,synthetic_prototype_v1
WAT-00740,33.0268,6.6346,101.4059,21.9655,86.4651,75.492,synthetic_prototype_v1
WAT-00741,85.6132,4.3599,37.3956,38.0485,296.6573,30.6934,synthetic_prototype_v1
WAT-00742,52.3708,7.7207,114.7062,28.6446,164.0738,56.4663,synthetic_prototype_v1
WAT-00743,19.1017,8.3898,80.5745,30.5924,223.7526,30.8266,synthetic_prototype_v1
WAT-00744,28.1484,9.7862,109.7527,36.5353,96.8826,31.1885,synthetic_prototype_v1
WAT-00745,62.426,6.508,41.0616,17.7058,105.6296,60.0822,synthetic_prototype_v1
WAT-00746,10.3474,5.3669,106.6842,21.6635,277.87,30.0,synthetic_prototype_v1
WAT-00747,33.6331,4.4653,75.3982,11.135,291.5187,30.0,synthetic_prototype_v1
WAT-00748,56.9991,6.5861,35.9065,13.2774,144.9989,58.31,synthetic_prototype_v1
WAT-00749,37.1032,6.837,70.9381,25.1583,133.8019,87.8455,synthetic_prototype_v1
WAT-00750,86.942,7.5711,66.1741,5.2968,262.7202,32.1818,synthetic_prototype_v1
WAT-00751,49.7541,6.3793,72.2829,6.3622,215.453,35.918,synthetic_prototype_v1
WAT-00752,37.7249,6.6929,30.2357,19.2827,118.1239,81.0851,synthetic_prototype_v1
WAT-00753,31.1279,6.9635,43.5751,19.8665,60.0581,59.0771,synthetic_prototype_v1
WAT-00754,25.8728,8.4895,43.0656,18.1531,149.3778,43.1934,synthetic_prototype_v1
WAT-00755,27.4829,8.5482,112.1404,37.7575,133.9241,44.4347,synthetic_prototype_v1
WAT-00756,56.0582,4.9076,9.4092,10.5369,144.3606,38.5965,synthetic_prototype_v1
WAT-00757,60.6663,8.5117,20.1428,18.7758,223.7371,38.1485,synthetic_prototype_v1
WAT-00758,62.9557,9.4501,20.9163,18.5598,155.9998,30.0,synthetic_prototype_v1
WAT-00759,95.5349,8.5322,92.7071,5.9362,105.5822,30.6022,synthetic_prototype_v1
WAT-00760,68.4115,4.1813,25.3857,9.8089,118.4548,31.0907,synthetic_prototype_v1
WAT-00761,8.919,6.1982,88.6691,32.7255,195.8967,36.0194,synthetic_prototype_v1
WAT-00762,33.8753,4.4207,105.0335,11.4494,99.9038,33.5728,synthetic_prototype_v1
WAT-00763,46.7819,5.6717,29.9603,38.8327,94.0369,62.4937,synthetic_prototype_v1
WAT-00764,40.6219,5.8185,36.539,23.4921,164.6435,59.429,synthetic_prototype_v1
WAT-00765,51.4155,8.0749,61.2844,14.227,160.1779,55.1166,synthetic_prototype_v1
WAT-00766,59.325,5.6454,70.6331,30.7834,92.9548,48.352,synthetic_prototype_v1
WAT-00767,36.3296,8.2113,42.1036,14.0338,287.164,33.8157,synthetic_prototype_v1
WAT-00768,39.5576,7.0601,33.0938,24.7537,162.9965,69.1372,synthetic_prototype_v1
WAT-00769,43.4348,7.7649,78.1253,9.2735,138.5691,68.0459,synthetic_prototype_v1
WAT-00770,20.3208,5.5307,40.3201,29.7146,298.3723,34.3705,synthetic_prototype_v1
WAT-00771,47.4497,6.2536,11.1923,23.4813,131.8461,63.414,synthetic_prototype_v1
WAT-00772,94.1586,4.2524,62.5078,39.1256,298.7345,30.0,synthetic_prototype_v1
WAT-00773,52.6869,6.4021,22.6477,17.4369,138.162,64.6799,synthetic_prototype_v1
WAT-00774,90.1918,4.4395,69.1646,19.1577,248.9762,30.0,synthetic_prototype_v1
WAT-00775,35.6201,7.1636,32.7077,18.3799,138.5123,80.4689,synthetic_prototype_v1
WAT-00776,25.915,7.305,95.9651,26.9636,228.9373,35.0342,synthetic_prototype_v1
WAT-00777,54.9729,7.3361,19.3546,13.3272,139.0513,59.5028,synthetic_prototype_v1
WAT-00778,16.8677,7.7067,35.1958,37.3887,136.2534,48.7098,synthetic_prototype_v1
WAT-00779,65.5949,8.0048,14.6494,19.5202,79.058,38.5071,synthetic_prototype_v1
WAT-00780,19.4555,6.3567,48.1165,17.6641,67.8975,49.3971,synthetic_prototype_v1
WAT-00781,38.9279,6.9958,47.8374,6.5998,111.3127,79.8052,synthetic_prototype_v1
WAT-00782,35.5161,5.9609,91.4899,14.9611,101.4669,73.1681,synthetic_prototype_v1
WAT-00783,84.3754,8.6985,11.2833,6.965,135.7801,33.347,synthetic_prototype_v1
WAT-00784,49.1432,6.6197,42.5358,21.0408,110.6441,79.5323,synthetic_prototype_v1
WAT-00785,52.2306,7.4267,26.0683,10.1876,92.6046,61.0282,synthetic_prototype_v1
WAT-00786,75.9906,7.0019,77.4883,24.9975,117.2438,41.0486,synthetic_prototype_v1
WAT-00787,29.1274,6.6738,34.1352,19.7794,141.3447,68.7235,synthetic_prototype_v1
WAT-00788,13.8677,7.1896,46.0992,16.6782,167.8717,45.5847,synthetic_prototype_v1
WAT-00789,89.142,4.1094,109.1379,35.0103,170.0779,30.0,synthetic_prototype_v1
WAT-00790,97.0315,9.1112,36.245,20.6431,225.6783,35.0976,synthetic_prototype_v1
WAT-00791,28.6918,5.9744,47.108,25.2105,262.0663,30.0,synthetic_prototype_v1
WAT-00792,82.3907,7.2763,65.8362,22.5222,76.7,32.7066,synthetic_prototype_v1
WAT-00793,69.6679,4.7109,83.5329,39.4643,287.2156,33.6695,synthetic_prototype_v1
WAT-00794,76.6842,8.1753,45.6496,15.8948,85.26,36.7424,synthetic_prototype_v1
WAT-00795,51.5215,8.8712,102.2348,34.4992,283.6531,31.3827,synthetic_prototype_v1
WAT-00796,50.3371,8.6403,114.8857,21.8707,75.9291,42.3025,synthetic_prototype_v1
WAT-00797,90.8775,8.7581,105.053,27.9793,84.1666,33.932,synthetic_prototype_v1
WAT-00798,37.3294,6.6363,49.4595,18.3324,130.1433,81.4843,synthetic_prototype_v1
WAT-00799,49.482,6.8577,88.1253,29.6931,280.709,30.0,synthetic_prototype_v1
WAT-00800,37.139,4.3095,102.8344,38.4404,266.651,30.0,synthetic_prototype_v1
WAT-00801,62.5184,6.3643,19.3414,20.5803,59.8057,44.1044,synthetic_prototype_v1
WAT-00802,9.9075,7.4244,75.6749,37.2308,157.5096,41.9168,synthetic_prototype_v1
WAT-00803,30.4539,7.4541,45.5873,17.0078,168.5174,58.8472,synthetic_prototype_v1
WAT-00804,25.1663,7.7665,65.6993,39.7491,136.3699,63.7192,synthetic_prototype_v1
WAT-00805,34.8728,5.9888,108.9442,29.2113,219.3808,38.0485,synthetic_prototype_v1
WAT-00806,40.1116,6.1693,80.7419,12.9424,108.7067,79.6234,synthetic_prototype_v1
WAT-00807,38.1762,5.966,29.6067,12.2997,86.0522,59.321,synthetic_prototype_v1
WAT-00808,21.7539,6.5882,17.6388,17.0571,53.9219,43.9826,synthetic_prototype_v1
WAT-00809,16.3476,8.5202,53.9891,25.0356,122.4553,46.8814,synthetic_prototype_v1
WAT-00810,74.987,9.7192,99.7226,29.6677,90.4663,31.5076,synthetic_prototype_v1
WAT-00811,99.8679,6.6342,45.1806,20.501,264.9536,30.6052,synthetic_prototype_v1
WAT-00812,43.8236,9.4876,58.5034,17.6216,162.9556,30.5268,synthetic_prototype_v1
WAT-00813,46.209,5.1028,116.2525,6.7762,102.5748,52.889,synthetic_prototype_v1
WAT-00814,51.5688,4.3415,61.7191,9.0432,188.7644,30.0,synthetic_prototype_v1
WAT-00815,18.3053,8.8374,81.3593,28.1771,138.4085,39.0138,synthetic_prototype_v1
WAT-00816,90.8161,9.5001,92.4317,25.5891,269.819,30.2728,synthetic_prototype_v1
WAT-00817,74.789,8.5883,95.1544,39.8109,111.0585,39.7291,synthetic_prototype_v1
WAT-00818,49.427,4.1573,86.0937,7.5754,145.1684,30.0,synthetic_prototype_v1
WAT-00819,93.1184,6.6076,21.9916,16.5858,289.8923,31.7894,synthetic_prototype_v1
WAT-00820,99.3168,6.5674,95.5131,32.5693,176.6706,35.2452,synthetic_prototype_v1
WAT-00821,24.1984,8.5498,66.8168,17.5477,269.0349,32.4663,synthetic_prototype_v1
WAT-00822,24.667,7.148,32.5782,8.8984,265.4308,30.0,synthetic_prototype_v1
WAT-00823,69.1636,7.711,46.9125,22.8003,122.0527,42.5868,synthetic_prototype_v1
WAT-00824,52.9896,5.0468,119.6458,28.4956,76.0671,46.5001,synthetic_prototype_v1
WAT-00825,51.8547,7.1001,12.7749,13.6829,101.9029,58.1261,synthetic_prototype_v1
WAT-00826,9.9135,4.9341,10.8597,22.5114,83.2402,33.62,synthetic_prototype_v1
WAT-00827,62.6238,4.7839,36.1098,15.7459,217.1201,30.9665,synthetic_prototype_v1
WAT-00828,30.819,6.4121,24.6952,24.9783,118.7475,72.147,synthetic_prototype_v1
WAT-00829,85.5962,6.5375,64.5248,12.046,92.0854,32.8677,synthetic_prototype_v1
WAT-00830,40.1531,6.769,28.1284,30.2151,132.1554,78.436,synthetic_prototype_v1
WAT-00831,33.0088,7.4552,52.1243,19.0859,142.845,72.7797,synthetic_prototype_v1
WAT-00832,32.4356,7.5869,40.85,16.7214,138.433,67.0057,synthetic_prototype_v1
WAT-00833,43.226,6.4707,6.3253,25.4378,78.5843,60.2044,synthetic_prototype_v1
WAT-00834,27.3098,7.4881,82.027,34.5464,221.874,39.8702,synthetic_prototype_v1
WAT-00835,7.5249,4.1209,27.3884,5.3108,97.5522,32.0631,synthetic_prototype_v1
WAT-00836,78.5893,4.9905,59.2865,26.6466,198.2484,32.7642,synthetic_prototype_v1
WAT-00837,97.3467,5.3501,113.9122,28.3494,125.2951,32.8074,synthetic_prototype_v1
WAT-00838,71.9777,7.062,96.5477,26.4498,208.8638,38.0001,synthetic_prototype_v1
WAT-00839,18.6533,8.875,62.3468,19.6627,90.6325,40.7738,synthetic_prototype_v1
WAT-00840,56.0822,6.2578,34.159,26.9078,142.2101,60.5667,synthetic_prototype_v1
WAT-00841,91.0801,6.9739,96.6156,19.0727,233.8863,30.0,synthetic_prototype_v1
WAT-00842,29.8932,6.8049,28.3755,13.2972,74.9384,59.9622,synthetic_prototype_v1
WAT-00843,85.7761,4.0262,88.2516,19.3199,182.8681,30.4912,synthetic_prototype_v1
WAT-00844,66.5978,6.1808,109.4588,29.9815,193.2036,38.0269,synthetic_prototype_v1
WAT-00845,40.7527,7.6098,63.505,11.3284,87.5105,63.9223,synthetic_prototype_v1
WAT-00846,63.7779,8.1688,18.5845,28.7526,67.3192,40.5862,synthetic_prototype_v1
WAT-00847,78.5258,6.4672,34.59,11.8292,281.8559,30.0,synthetic_prototype_v1
WAT-00848,55.5939,6.6112,73.5701,7.2884,90.445,68.0054,synthetic_prototype_v1
WAT-00849,57.8476,5.6613,12.2211,18.7482,96.2092,50.2305,synthetic_prototype_v1
WAT-00850,44.6546,8.8468,66.9077,24.0311,104.3386,47.9743,synthetic_prototype_v1
WAT-00851,95.4637,9.8401,107.5312,18.9491,206.883,30.331,synthetic_prototype_v1
WAT-00852,30.5001,8.0393,28.7547,8.6236,109.5586,55.3235,synthetic_prototype_v1
WAT-00853,61.9711,5.9651,91.2481,39.7276,68.9112,45.2481,synthetic_prototype_v1
WAT-00854,44.1943,4.3853,45.4847,39.2299,254.0793,30.0,synthetic_prototype_v1
WAT-00855,42.1931,9.6814,109.6261,33.9019,121.4352,31.053,synthetic_prototype_v1
WAT-00856,55.6587,5.4756,37.2047,27.1901,101.4348,51.2778,synthetic_prototype_v1
WAT-00857,43.7021,7.1207,27.3539,17.2449,110.5416,77.1884,synthetic_prototype_v1
WAT-00858,42.4581,7.6907,16.0257,22.1289,85.3503,54.057,synthetic_prototype_v1
WAT-00859,50.4407,5.4008,53.4475,10.4549,113.3941,57.0881,synthetic_prototype_v1
WAT-00860,75.7944,7.1115,23.0946,27.4853,201.6778,39.2848,synthetic_prototype_v1
WAT-00861,38.717,5.9769,59.4567,11.5207,106.6693,74.9043,synthetic_prototype_v1
WAT-00862,43.1288,9.8282,119.4091,37.9666,83.3543,32.8395,synthetic_prototype_v1
WAT-00863,85.653,4.223,27.6319,27.8186,103.3375,30.0,synthetic_prototype_v1
WAT-00864,47.2691,9.5104,106.0961,34.2184,216.7532,30.0,synthetic_prototype_v1
WAT-00865,66.0849,6.7055,52.5709,26.2023,241.4787,30.0,synthetic_prototype_v1
WAT-00866,24.7903,7.2047,19.7776,11.7324,127.1771,63.8591,synthetic_prototype_v1
