experiment_id,cell_thickness_nm,doping_concentration,annealing_temperature_c,light_intensity_lux,operating_temperature_c,energy_conversion_efficiency,source
SOL-00847,243.489,1.7124170020091396e+16,602.9219,39512.0055,70.6454,9.7186,synthetic_prototype_v1
SOL-00848,201.9797,2.4100307013386684e+16,712.998,68866.5185,37.4198,17.9646,synthetic_prototype_v1
SOL-00849,209.492,6141860494131117.0,725.6279,99823.4697,24.4723,15.1962,synthetic_prototype_v1
SOL-00850,165.5152,6.015280953099606e+17,787.4774,53644.4362,31.2442,14.0466,synthetic_prototype_v1
SOL-00851,288.0624,8.318519734253335e+17,856.6303,59854.5123,52.6519,9.2742,synthetic_prototype_v1
SOL-00852,118.3336,1.8818700146737664e+17,686.7509,85392.7014,45.4699,15.416,synthetic_prototype_v1
SOL-00853,199.9238,9605859606026052.0,799.9932,119221.6443,19.5387,15.2193,synthetic_prototype_v1
SOL-00854,153.1429,1558212036275275.5,640.8162,117799.8524,63.979,8.2777,synthetic_prototype_v1
SOL-00855,147.8767,6.929100707326195e+17,863.9169,102576.973,32.1445,10.7313,synthetic_prototype_v1
SOL-00856,183.3125,5467426479218598.0,612.0163,83400.3977,27.3443,16.2607,synthetic_prototype_v1
SOL-00857,162.3405,5.016697776950409e+16,743.4597,70150.514,26.8398,21.8812,synthetic_prototype_v1
SOL-00858,158.1937,1.1394746581336232e+17,624.5814,82154.6884,16.3113,18.1913,synthetic_prototype_v1
SOL-00859,184.8025,4221538830646822.5,779.4865,79879.3508,15.0,13.2806,synthetic_prototype_v1
SOL-00860,236.301,3.595354988636889e+16,562.9378,84243.6588,51.4027,9.216,synthetic_prototype_v1
SOL-00861,145.7234,9672510008167570.0,811.0513,61634.8712,16.8777,14.8035,synthetic_prototype_v1
SOL-00862,150.3389,8.204971412873601e+17,897.9446,114190.2598,23.005,8.8882,synthetic_prototype_v1
SOL-00863,262.2446,1292653080424612.8,578.7197,85196.0443,27.801,14.142,synthetic_prototype_v1
SOL-00864,161.2344,5.691000636364581e+17,851.6388,103481.1929,55.0208,8.4552,synthetic_prototype_v1
SOL-00865,210.7496,2.253067701981034e+16,665.4641,80577.9712,60.9549,9.4226,synthetic_prototype_v1
SOL-00866,99.3009,5.661943924443934e+16,811.3203,99210.9815,24.4934,14.4818,synthetic_prototype_v1
SOL-00867,61.2277,1.159246954423127e+16,772.7157,109953.017,55.6501,13.4563,synthetic_prototype_v1
SOL-00868,268.7512,3.864721297667423e+16,729.2385,117845.483,20.8254,12.4701,synthetic_prototype_v1
SOL-00869,129.5816,8.411783903963105e+17,651.6188,115849.9553,29.5106,14.013,synthetic_prototype_v1
SOL-00870,194.5286,3.950915507739261e+16,733.113,66935.0258,25.7892,19.5302,synthetic_prototype_v1
SOL-00871,253.9327,6.298334535614904e+17,509.522,39952.5021,70.1421,8.818,synthetic_prototype_v1
SOL-00872,257.0495,1052856770550298.6,703.5497,72759.6715,37.4229,14.7112,synthetic_prototype_v1
SOL-00873,207.8215,8.50628580047475e+17,560.8144,108859.6904,50.8289,11.6503,synthetic_prototype_v1
SOL-00874,105.9576,1.9160520646577968e+17,699.9176,60297.1475,20.7977,17.7702,synthetic_prototype_v1
SOL-00875,274.2492,1.4500315726598387e+17,735.4055,113170.2266,29.2389,13.1807,synthetic_prototype_v1
SOL-00876,215.5226,5.160686676335988e+16,689.8795,78505.1849,15.0,17.2487,synthetic_prototype_v1
SOL-00877,85.7555,6.989450822364817e+17,676.1809,105193.477,59.657,8.882,synthetic_prototype_v1
SOL-00878,152.3488,2913991265059446.0,649.057,54225.2478,21.9428,14.7014,synthetic_prototype_v1
SOL-00879,80.9385,6.168492645798245e+16,883.977,90987.1254,55.6429,8.0,synthetic_prototype_v1
SOL-00880,77.7052,6.487553685673879e+17,649.6184,69901.9485,68.568,8.0,synthetic_prototype_v1
SOL-00881,292.3646,4.2563174167025645e+17,718.1346,94437.7301,26.4692,12.5815,synthetic_prototype_v1
SOL-00882,136.0934,9.246932697080651e+16,698.1352,48210.9213,23.5922,18.468,synthetic_prototype_v1
SOL-00883,199.9702,4.195359605972005e+16,720.3645,90923.9235,26.1828,18.9187,synthetic_prototype_v1
SOL-00884,170.3728,8.602394280278421e+16,834.0646,54367.1081,65.9312,8.0,synthetic_prototype_v1
SOL-00885,117.1927,1.0682293876158755e+17,700.9075,48666.1997,21.6095,20.6829,synthetic_prototype_v1
SOL-00886,275.4105,9.200613489919812e+17,604.4688,98698.0116,48.6528,11.0212,synthetic_prototype_v1
SOL-00887,145.0541,2.7306906864378824e+16,815.103,58096.6975,15.0,16.2661,synthetic_prototype_v1
SOL-00888,66.3826,3.518165416469529e+17,826.9089,89485.962,28.3706,13.9041,synthetic_prototype_v1
SOL-00889,104.8191,4.10282183299806e+16,713.8853,45244.1845,20.0022,17.2727,synthetic_prototype_v1
SOL-00890,228.9524,1.0646770774901411e+17,699.7005,42755.0229,42.2141,13.9393,synthetic_prototype_v1
SOL-00891,123.7263,2.057618088419302e+16,722.9887,51343.2289,29.7377,22.1581,synthetic_prototype_v1
SOL-00892,264.2151,4.311962364408864e+16,653.7295,67659.4237,39.5635,10.7476,synthetic_prototype_v1
SOL-00893,204.0772,5572165231818239.0,573.0911,25230.225,45.386,13.388,synthetic_prototype_v1
SOL-00894,88.9394,1102502859964364.0,639.633,34613.5406,59.2187,8.0,synthetic_prototype_v1
SOL-00895,284.0319,9.156221534328352e+16,892.8923,82550.5215,68.1358,8.0,synthetic_prototype_v1
SOL-00896,89.778,8.111393166170288e+16,744.4234,84946.5741,34.8618,14.4937,synthetic_prototype_v1
SOL-00897,272.0147,9.2866553977767e+16,547.6771,82917.2169,64.2003,8.0,synthetic_prototype_v1
SOL-00898,151.8077,1.6433547539123245e+17,765.2977,88987.5707,31.7152,16.9704,synthetic_prototype_v1
SOL-00899,259.4951,4901279419966989.0,528.4518,80785.7913,56.0658,9.7559,synthetic_prototype_v1
SOL-00900,111.1991,1.076741630736999e+16,643.3823,98902.6122,17.4239,19.5729,synthetic_prototype_v1
SOL-00901,117.6337,8.962657387940963e+16,507.5002,89000.8743,33.1372,11.8074,synthetic_prototype_v1
SOL-00902,186.4811,1.6655809208656026e+16,711.0081,91786.8944,29.0824,21.6441,synthetic_prototype_v1
SOL-00903,114.4044,3200139761613143.5,619.7113,29909.8591,67.4617,8.2415,synthetic_prototype_v1
SOL-00904,170.7346,3803260557299066.5,609.3359,52781.3443,34.5081,13.8067,synthetic_prototype_v1
SOL-00905,110.343,6.722453238707972e+17,833.298,21828.4541,66.5455,8.0129,synthetic_prototype_v1
SOL-00906,162.2286,5.4341795478846296e+16,811.7087,64581.531,30.915,15.6902,synthetic_prototype_v1
SOL-00907,205.4744,2210568734871402.5,684.9101,106371.952,51.6572,12.0313,synthetic_prototype_v1
SOL-00908,159.4604,7.248710346021556e+17,883.5166,110001.1099,47.7445,8.5382,synthetic_prototype_v1
SOL-00909,229.4098,4833238473232461.0,632.847,70367.6887,35.7111,13.6454,synthetic_prototype_v1
SOL-00910,156.2704,8270118286107124.0,548.9581,76998.4942,31.8205,15.5682,synthetic_prototype_v1
SOL-00911,69.359,9.744611585967898e+16,733.2057,97506.9778,25.9022,15.3674,synthetic_prototype_v1
SOL-00912,210.5631,1.573820748358583e+17,602.988,78579.9256,61.202,11.3483,synthetic_prototype_v1
SOL-00913,80.9609,5.7335014348626694e+17,627.9542,100290.0148,26.536,9.9436,synthetic_prototype_v1
SOL-00914,155.4415,1.283551027027198e+16,764.2128,114974.5143,50.4983,16.7007,synthetic_prototype_v1
SOL-00915,86.7159,1497073554356157.5,847.6831,56865.5144,24.2034,11.7845,synthetic_prototype_v1
SOL-00916,57.4587,1.664700325050165e+17,728.7843,27698.7773,53.8634,8.2855,synthetic_prototype_v1
SOL-00917,159.9577,6.361671409025088e+16,694.2333,70030.3486,18.0303,23.0,synthetic_prototype_v1
SOL-00918,200.7768,4984929786782457.0,830.6595,91523.283,44.8757,12.1382,synthetic_prototype_v1
SOL-00919,171.6965,1.6320448396881363e+17,713.3415,57579.5352,33.3292,17.1845,synthetic_prototype_v1
SOL-00920,65.1321,1.2591071315544344e+16,607.0131,93923.5297,61.8621,9.1333,synthetic_prototype_v1
SOL-00921,249.9676,1.0667358242404992e+17,665.8192,31943.3087,18.9729,17.2803,synthetic_prototype_v1
SOL-00922,299.4168,5275077694582677.0,512.3688,49951.0447,48.9986,13.7245,synthetic_prototype_v1
SOL-00923,213.385,1.2428935190956883e+17,580.656,58657.6595,27.5523,13.1697,synthetic_prototype_v1
SOL-00924,155.2024,2.4656329145302765e+17,759.8632,97546.338,22.6354,16.2333,synthetic_prototype_v1
SOL-00925,133.0224,1.1370188590590638e+16,635.2916,58157.254,42.0789,18.1942,synthetic_prototype_v1
SOL-00926,258.7814,5.042557505758405e+16,700.7219,106020.1363,38.4678,12.8678,synthetic_prototype_v1
SOL-00927,146.9604,1972194636501174.8,772.329,28028.0327,58.4988,8.0117,synthetic_prototype_v1
SOL-00928,151.2137,2.632850539591353e+16,790.0463,57838.7601,39.7837,18.7933,synthetic_prototype_v1
SOL-00929,74.0977,3244699840765986.5,573.5738,70902.4468,16.0373,13.6865,synthetic_prototype_v1
SOL-00930,100.9652,9.453278409884482e+16,878.9535,119576.8797,25.1973,10.8583,synthetic_prototype_v1
SOL-00931,134.8305,3.596624570069955e+17,793.2818,74537.9277,73.0175,8.0,synthetic_prototype_v1
SOL-00932,184.3594,1.5089890591454723e+17,666.1055,76501.5436,30.9339,16.8216,synthetic_prototype_v1
SOL-00933,122.8994,1.4842133247513677e+17,789.9156,61202.8124,26.1915,15.2839,synthetic_prototype_v1
SOL-00934,268.3334,7379347781718268.0,701.7278,63643.3873,24.916,11.199,synthetic_prototype_v1
SOL-00935,97.5113,1.2944843949166118e+17,698.5623,119643.4991,50.0409,16.342,synthetic_prototype_v1
SOL-00936,186.7528,2.969859979596809e+17,754.7589,55729.0669,16.7671,17.8409,synthetic_prototype_v1
SOL-00937,108.504,2.766727968748044e+16,733.4807,73076.4338,21.1533,20.0185,synthetic_prototype_v1
SOL-00938,297.5804,1552354010340231.8,858.7771,55479.3607,42.2771,12.8412,synthetic_prototype_v1
SOL-00939,67.8261,2261478956139708.5,725.9369,75670.3735,19.8661,11.0431,synthetic_prototype_v1
SOL-00940,270.9166,9.648715925845386e+17,598.9293,26123.3682,52.4897,11.1358,synthetic_prototype_v1
SOL-00941,95.4494,4.412455233684036e+16,723.2083,70740.5827,22.1252,20.0114,synthetic_prototype_v1
SOL-00942,198.6084,2.3642429858117636e+16,525.4133,108195.2522,43.6818,14.0536,synthetic_prototype_v1
SOL-00943,273.672,2.0117412770862605e+17,750.7092,37172.2117,74.1253,9.1593,synthetic_prototype_v1
SOL-00944,136.516,4.8848957790342054e+17,814.4145,31995.5631,34.9499,11.1435,synthetic_prototype_v1
SOL-00945,297.5695,9583244651405530.0,609.3373,46397.2215,42.5279,12.3644,synthetic_prototype_v1
SOL-00946,144.6482,7.248409484393998e+16,504.8983,79995.2513,65.7595,8.0,synthetic_prototype_v1
SOL-00947,262.9833,2887918162833063.0,502.1679,55921.4686,17.6539,11.8251,synthetic_prototype_v1
SOL-00948,292.4538,2.3547587524021206e+17,771.604,83697.6222,55.2068,12.5889,synthetic_prototype_v1
SOL-00949,228.3331,1.461957101895555e+16,773.5373,74999.7734,19.8589,14.0822,synthetic_prototype_v1
SOL-00950,196.4428,7.290632699515171e+16,676.6491,111761.3633,45.8418,14.9783,synthetic_prototype_v1
SOL-00951,149.3945,5.887591734550162e+17,641.3628,82558.2975,61.658,10.2627,synthetic_prototype_v1
SOL-00952,202.1837,3.5926239614842584e+16,662.7967,64361.2469,25.4705,18.5194,synthetic_prototype_v1
SOL-00953,154.6,8888452002060462.0,506.076,36767.4388,28.7867,12.6742,synthetic_prototype_v1
SOL-00954,93.6343,1.7639285981770406e+17,848.155,114283.9679,46.3036,11.4958,synthetic_prototype_v1
SOL-00955,269.8529,2.066432728231541e+16,573.6831,21549.2143,36.0226,10.8515,synthetic_prototype_v1
SOL-00956,97.5992,1.0147519851100146e+17,674.7101,84937.9887,25.3317,17.0803,synthetic_prototype_v1
SOL-00957,182.5349,5.9271398102258e+16,659.7159,89287.2644,41.7624,20.0915,synthetic_prototype_v1
SOL-00958,66.6397,1.7513347677663488e+17,576.7691,90962.7491,42.3602,9.7218,synthetic_prototype_v1
SOL-00959,205.5419,2.1107516191322204e+16,755.6817,90941.4012,31.564,16.5386,synthetic_prototype_v1
SOL-00960,229.4401,1520973172274072.2,727.4639,57389.4562,59.2653,9.8802,synthetic_prototype_v1
SOL-00961,220.6454,1.860548048860486e+17,538.4309,44774.3799,44.4396,13.7327,synthetic_prototype_v1
SOL-00962,256.6937,1382200570864294.5,881.0489,44450.186,65.6576,9.7988,synthetic_prototype_v1
SOL-00963,136.576,2.8089784950185764e+16,752.4876,89710.8477,23.7638,20.1205,synthetic_prototype_v1
SOL-00964,163.696,8.492071108367566e+16,793.1811,61250.913,15.0,17.4687,synthetic_prototype_v1
SOL-00965,83.3331,2.0666215240019667e+17,772.7012,65728.7784,15.2253,13.3165,synthetic_prototype_v1
SOL-00966,195.2698,5.007814536323524e+16,655.9834,87719.6702,21.5244,21.466,synthetic_prototype_v1
SOL-00967,72.2605,2873689175885372.0,513.361,40327.9223,16.2788,10.9471,synthetic_prototype_v1
SOL-00968,164.5655,2455132781008851.0,699.3295,48010.5531,49.3633,15.2989,synthetic_prototype_v1
SOL-00969,176.5825,3142381002298303.5,827.2452,78790.3308,61.0723,10.9991,synthetic_prototype_v1
SOL-00970,130.2555,3.843627468558305e+16,642.0122,60931.0496,28.8573,21.4971,synthetic_prototype_v1
SOL-00971,263.1557,5416123140338969.0,606.8365,70380.2805,30.4505,12.6948,synthetic_prototype_v1
SOL-00972,54.4652,1.5035753155458998e+17,791.3195,103802.5254,70.3083,9.0272,synthetic_prototype_v1
SOL-00973,241.2009,7.537373114880759e+17,533.9351,91880.2079,39.2239,9.9593,synthetic_prototype_v1
SOL-00974,214.6202,3.6383340966691565e+17,612.1162,50515.2931,19.2929,12.4839,synthetic_prototype_v1
SOL-00975,210.9351,2.641208232513479e+16,861.1273,76017.4499,29.3981,11.9532,synthetic_prototype_v1
SOL-00976,156.727,1.1717392445520098e+17,592.9558,61101.2439,20.7486,16.7472,synthetic_prototype_v1
SOL-00977,156.2757,3.3263805974068748e+16,829.349,117648.8571,71.408,9.3129,synthetic_prototype_v1
SOL-00978,225.7584,4.624137482425387e+16,707.7504,74732.7812,35.9811,15.5307,synthetic_prototype_v1
SOL-00979,287.9822,1627303340944170.8,723.3925,115667.9441,67.4469,9.5878,synthetic_prototype_v1
SOL-00980,191.0641,2.5932794741348188e+16,780.5597,96104.0767,27.9341,18.029,synthetic_prototype_v1
SOL-00981,294.8927,8.384992483425567e+17,885.7296,27745.2578,43.188,11.2603,synthetic_prototype_v1
SOL-00982,138.4413,2.4659022437501252e+16,582.1088,71164.0489,15.0,16.6235,synthetic_prototype_v1
SOL-00983,259.3456,8.695230801609314e+16,835.7214,86734.4024,16.4197,13.2268,synthetic_prototype_v1
SOL-00984,177.6986,3.8899556880417e+17,726.4589,90863.0487,15.0,17.243,synthetic_prototype_v1
SOL-00985,246.5161,4984903865782773.0,871.9538,53942.5249,55.3111,11.395,synthetic_prototype_v1
SOL-00986,144.717,2.6107081028293718e+17,667.3558,89030.0203,21.208,17.9562,synthetic_prototype_v1
SOL-00987,218.8202,2.986167399755938e+17,744.8418,63592.7086,36.3085,16.9132,synthetic_prototype_v1
SOL-00988,198.3789,6238266405940466.0,895.4648,71516.7487,41.9134,10.9243,synthetic_prototype_v1
SOL-00989,242.5227,4.04255279270499e+17,605.7265,83174.3036,19.8922,11.2083,synthetic_prototype_v1
SOL-00990,138.8045,7186657950493281.0,818.9649,94831.7931,25.8136,14.6618,synthetic_prototype_v1
SOL-00991,184.4315,8996585082806986.0,732.0389,64034.0444,39.0019,18.6436,synthetic_prototype_v1
SOL-00992,185.8273,9.44713841651927e+16,842.7393,46401.3571,38.3318,13.1503,synthetic_prototype_v1
SOL-00993,144.9657,7.114452927093301e+16,711.0083,82901.6709,15.0,23.0,synthetic_prototype_v1
SOL-00994,298.0939,3.484533050458862e+16,788.6317,115835.2813,40.265,12.8561,synthetic_prototype_v1
SOL-00995,155.9743,8442488574520613.0,672.4863,76054.9813,27.5405,20.9622,synthetic_prototype_v1
SOL-00996,160.9695,2106802605877906.0,763.3462,84127.1879,28.0561,15.1681,synthetic_prototype_v1
SOL-00997,104.0889,2599327517833788.0,543.2922,72456.244,39.4884,11.6512,synthetic_prototype_v1
SOL-00998,290.895,3.099359726230674e+16,679.4747,22586.2403,65.1873,8.0,synthetic_prototype_v1
SOL-00999,83.5917,9364422664119098.0,784.9986,48031.0543,28.6719,16.1948,synthetic_prototype_v1
SOL-01000,126.3239,1.6701409626020974e+16,712.9566,40916.3439,23.1693,21.8311,synthetic_prototype_v1
SOL-01001,113.6175,2.026819248690247e+16,693.9344,56310.1502,16.5669,20.824,synthetic_prototype_v1
SOL-01002,104.6761,8709159278759757.0,548.8191,56065.6154,46.5089,14.5786,synthetic_prototype_v1
SOL-01003,140.4532,2.877230521372783e+17,896.5592,78407.9292,35.6494,12.3763,synthetic_prototype_v1
SOL-01004,128.0917,3.8795300919518566e+17,604.5193,79986.7845,52.1278,11.7788,synthetic_prototype_v1
SOL-01005,257.4375,5902826889042108.0,597.3539,25175.5672,44.8457,10.0942,synthetic_prototype_v1
SOL-01006,65.0827,2008415654921849.5,680.427,60524.0677,44.1908,13.469,synthetic_prototype_v1
SOL-01007,283.8855,6.409444029476132e+17,686.6826,22322.2555,34.2089,13.803,synthetic_prototype_v1
SOL-01008,165.1924,1.0020433049566389e+17,623.5451,107457.7328,30.9206,17.5751,synthetic_prototype_v1
SOL-01009,158.62,4911084589542905.0,797.131,88501.9552,24.7388,15.1478,synthetic_prototype_v1
SOL-01010,203.5965,2.186704357369229e+16,610.0654,59955.4375,53.257,12.3592,synthetic_prototype_v1
SOL-01011,189.7167,2.584862410248219e+16,695.3966,55006.4057,36.877,20.2688,synthetic_prototype_v1
SOL-01012,172.9016,7528461832575460.0,591.0791,44044.141,21.3918,16.7494,synthetic_prototype_v1
SOL-01013,98.6597,1.851336023450504e+16,676.9129,40685.2362,44.1416,16.1894,synthetic_prototype_v1
SOL-01014,167.91,3464650203469648.5,575.2901,113657.668,56.8589,11.4942,synthetic_prototype_v1
SOL-01015,113.2587,1.2526000567513872e+17,567.1745,54224.8426,72.3254,8.8827,synthetic_prototype_v1
SOL-01016,141.3446,2069058554242098.5,612.405,101070.4884,60.1794,8.0,synthetic_prototype_v1
SOL-01017,88.5708,4.302702607883186e+17,534.1186,109477.3469,45.7854,14.2803,synthetic_prototype_v1
SOL-01018,135.3978,1.4915106009198286e+16,740.3161,75092.0144,24.1371,19.7449,synthetic_prototype_v1
SOL-01019,273.6279,4.121301602936735e+16,767.7921,110861.937,44.7339,13.0441,synthetic_prototype_v1
SOL-01020,279.6984,3.9703365360030995e+17,715.6922,56159.8022,16.0544,12.6099,synthetic_prototype_v1
SOL-01021,139.2815,1.4537581980675232e+17,711.6573,94115.93,16.4606,19.537,synthetic_prototype_v1
SOL-01022,226.2129,2.8147967003119476e+16,718.4187,64083.7075,18.3122,17.4271,synthetic_prototype_v1
SOL-01023,191.9364,7.852449584215942e+16,551.7064,56218.5907,35.6213,16.5773,synthetic_prototype_v1
SOL-01024,180.1144,9.273289222951611e+17,841.6222,66155.7659,72.568,8.0,synthetic_prototype_v1
SOL-01025,103.2687,3602239373658378.0,576.9041,76104.9029,18.2403,13.7701,synthetic_prototype_v1
SOL-01026,179.8155,1.1420635508511576e+16,625.5485,83215.2526,15.0,17.2707,synthetic_prototype_v1
SOL-01027,87.6501,8555015551130460.0,564.1938,41268.3733,50.0517,15.5129,synthetic_prototype_v1
SOL-01028,298.5673,7.102082829666663e+16,690.6937,44107.1372,26.977,10.8269,synthetic_prototype_v1
SOL-01029,166.9101,4.885924212755229e+16,533.3157,106551.6606,19.626,14.2673,synthetic_prototype_v1
SOL-01030,245.0754,1988515262090134.0,629.736,70956.7518,30.5619,11.3174,synthetic_prototype_v1
SOL-01031,98.1024,1.5724072874456723e+17,727.7869,86826.2102,23.8853,16.6708,synthetic_prototype_v1
SOL-01032,198.5682,8.857370217576227e+16,734.8262,82525.1008,63.5305,9.2049,synthetic_prototype_v1
SOL-01033,180.5825,5.171394869426781e+16,741.4968,77521.865,23.0345,19.8542,synthetic_prototype_v1
SOL-01034,291.8774,3.088123721559087e+16,866.1753,88598.7657,52.584,9.5173,synthetic_prototype_v1
SOL-01035,291.8983,9.838882687746662e+17,651.5738,21193.5815,25.7127,13.4815,synthetic_prototype_v1
SOL-01036,75.0718,8.821387404970712e+16,742.3396,104955.2782,57.8902,8.9881,synthetic_prototype_v1
SOL-01037,203.2374,7.568047641838387e+16,754.3354,40394.8823,31.4734,17.5606,synthetic_prototype_v1
SOL-01038,188.276,1.1352909413005052e+16,705.5042,88575.2041,48.934,17.0294,synthetic_prototype_v1
SOL-01039,134.6141,9.115347454694286e+17,820.5269,62193.3355,48.0662,10.7245,synthetic_prototype_v1
SOL-01040,198.4205,3205786866992791.5,739.9566,53801.4832,64.1129,8.0,synthetic_prototype_v1
SOL-01041,132.6692,6927917637450536.0,802.6999,20548.8396,27.1149,16.1906,synthetic_prototype_v1
SOL-01042,116.5077,1.0489979408259542e+16,898.239,114218.1455,45.2686,10.6997,synthetic_prototype_v1
SOL-01043,153.4345,4.5962323992420646e+17,666.5082,67728.1073,21.9489,16.8425,synthetic_prototype_v1
SOL-01044,188.0633,1.169880120067048e+17,627.1086,93949.7041,31.212,16.7488,synthetic_prototype_v1
SOL-01045,244.5379,1.4723193395674054e+16,885.4085,79147.7341,30.3556,10.5219,synthetic_prototype_v1
SOL-01046,140.4606,1.5811938656246397e+17,686.7207,62015.6534,29.8175,18.3236,synthetic_prototype_v1
SOL-01047,202.5569,6.799447915704937e+16,588.5165,107475.4782,35.4823,15.0725,synthetic_prototype_v1
SOL-01048,160.2407,1434980609026542.8,890.6172,89492.5361,18.3221,9.9395,synthetic_prototype_v1
SOL-01049,204.7758,4.818372444919146e+16,696.2898,90301.6887,36.2556,16.5806,synthetic_prototype_v1
SOL-01050,196.4009,3.163068846924095e+16,658.6696,113127.8045,31.5469,21.6605,synthetic_prototype_v1
SOL-01051,170.5077,2.7325722620077056e+17,760.9521,62146.2742,70.3988,8.0,synthetic_prototype_v1
SOL-01052,243.0262,1.1659797930376994e+17,862.5253,100135.7713,68.7587,8.0,synthetic_prototype_v1
SOL-01053,158.7743,8.826537575986622e+16,602.2511,103888.2762,61.4214,9.2367,synthetic_prototype_v1
SOL-01054,51.3575,2.646840335447085e+16,756.6583,52796.3835,25.9888,11.8913,synthetic_prototype_v1
SOL-01055,159.4786,2.963599067032055e+16,757.4076,93541.2492,27.7975,19.3256,synthetic_prototype_v1
SOL-01056,102.2552,3.945401915370169e+17,714.1615,66227.1148,15.0,15.6776,synthetic_prototype_v1
SOL-01057,143.4295,3.4400064818967956e+16,578.2599,108425.3365,25.7082,17.0753,synthetic_prototype_v1
SOL-01058,170.6431,1.3560777961398933e+17,597.1204,40596.1638,69.7709,8.0,synthetic_prototype_v1
SOL-01059,150.5448,3174343917050029.5,696.3738,57231.2268,31.1602,13.9225,synthetic_prototype_v1
SOL-01060,180.9382,2113120988066728.5,664.8419,66271.2169,43.8291,13.8726,synthetic_prototype_v1
SOL-01061,136.9024,3456364336949638.5,732.1408,68233.8115,35.4397,14.0476,synthetic_prototype_v1
SOL-01062,151.5904,3.733765799652129e+16,636.601,94021.0014,20.338,18.079,synthetic_prototype_v1
SOL-01063,148.5624,5.913751584160747e+16,707.3884,40071.428,22.2144,22.9923,synthetic_prototype_v1
SOL-01064,98.7964,1747089998857760.2,649.9212,82949.9592,70.2662,8.8483,synthetic_prototype_v1
SOL-01065,171.4734,5.763357037837289e+16,704.1505,92926.8051,29.3023,21.6738,synthetic_prototype_v1
SOL-01066,109.6166,2.1241121448235277e+17,757.2319,112096.3902,28.0837,13.6233,synthetic_prototype_v1
SOL-01067,259.3689,1.8589134036589624e+16,777.1901,49254.6334,52.5297,14.0073,synthetic_prototype_v1
SOL-01068,168.9253,2.204329462051495e+16,675.6292,54968.1382,17.1507,22.2479,synthetic_prototype_v1
SOL-01069,244.8175,2.7213865485057517e+17,608.3302,28861.1994,60.8908,8.0,synthetic_prototype_v1
SOL-01070,149.1091,5.768821270770988e+17,889.9037,46231.7177,67.2768,8.9122,synthetic_prototype_v1
SOL-01071,199.8567,1.947875733365308e+17,591.955,104619.6043,43.0659,12.316,synthetic_prototype_v1
SOL-01072,100.886,1.2734923832108784e+16,688.2453,68543.1068,34.467,18.6438,synthetic_prototype_v1
SOL-01073,240.633,2.5550553397057388e+16,559.2133,116467.7498,17.0026,13.5385,synthetic_prototype_v1
SOL-01074,210.0981,1.3126212005562964e+16,682.4121,91920.9769,16.6195,18.5037,synthetic_prototype_v1
SOL-01075,128.2844,3.1635226230278824e+16,755.2834,80046.3528,41.0761,16.2943,synthetic_prototype_v1
SOL-01076,126.7181,1.7634570254437444e+16,690.8406,79362.5215,15.0,23.0,synthetic_prototype_v1
SOL-01077,121.4693,2.3674288655367027e+17,647.7171,53006.2942,15.0,16.0509,synthetic_prototype_v1
SOL-01078,176.1363,6623708673717509.0,643.1183,112491.6018,27.7793,17.1715,synthetic_prototype_v1
SOL-01079,172.6767,3.4137038543535e+17,516.9358,56270.6359,43.4062,11.4813,synthetic_prototype_v1
SOL-01080,236.6068,3.1096037029487104e+16,813.5097,70923.6909,35.8063,13.5768,synthetic_prototype_v1
SOL-01081,211.9871,5.599831947510431e+17,542.2262,114913.0166,29.5152,10.2973,synthetic_prototype_v1
SOL-01082,99.1087,1.0925860589993354e+17,775.1348,43224.6158,19.2499,15.1044,synthetic_prototype_v1
SOL-01083,264.1024,1.4468427842459328e+17,502.0727,97334.7353,23.8463,11.6998,synthetic_prototype_v1
SOL-01084,278.3584,2.081830178009146e+16,547.1502,43589.6015,53.0809,9.0823,synthetic_prototype_v1
SOL-01085,150.0698,1.2243145549931118e+17,623.5631,87764.035,28.1176,18.8184,synthetic_prototype_v1
SOL-01086,106.4822,7570298832061430.0,739.9119,73926.6961,28.3809,17.8606,synthetic_prototype_v1
SOL-01087,94.8171,5.4826958962390616e+16,664.6577,53910.7052,42.3002,16.6249,synthetic_prototype_v1
SOL-01088,229.8281,4.55003454343174e+16,824.3496,32733.344,18.7512,14.0468,synthetic_prototype_v1
SOL-01089,239.0302,1.9452293246200845e+17,649.1757,60107.5609,74.7921,8.0,synthetic_prototype_v1
SOL-01090,182.0834,6377810714316895.0,773.0593,44050.2669,18.1207,17.1532,synthetic_prototype_v1
SOL-01091,53.1175,6195853021278103.0,681.3277,48458.3583,62.5579,8.517,synthetic_prototype_v1
SOL-01092,182.8528,5915508211924484.0,897.7394,76635.3378,31.3271,8.9451,synthetic_prototype_v1
SOL-01093,117.7383,2.963365943225469e+16,802.1668,74617.422,30.6602,17.1835,synthetic_prototype_v1
SOL-01094,213.1298,5.0272223768318856e+16,886.6973,62002.9739,49.6536,10.4809,synthetic_prototype_v1
SOL-01095,255.6458,2169549135644728.8,619.3496,22515.3276,30.7904,10.5239,synthetic_prototype_v1
SOL-01096,224.1812,3770011480667014.0,580.1931,76548.8954,55.192,12.7452,synthetic_prototype_v1
SOL-01097,107.5535,2002469934650129.8,556.8744,89110.718,63.5681,8.0,synthetic_prototype_v1
SOL-01098,263.8688,6978111436782276.0,595.7711,44973.5719,16.9361,13.9938,synthetic_prototype_v1
